全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,利用不可能日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
332089,0000000104,岡山県総社市,ＪＡ岡山西清音支店,,,332089,,岡山県総社市清音軽部697,岡山県,総社市,清音軽部,697,,34.646812,133.739896,,,1階入口ホール,(0866)94-0021,,,,,,,,,土日祝日、年末年始,08:30,17:00,,,,,,,,,
332089,0000000105,岡山県総社市,ＪＡ岡山西山手支店,,,332089,,岡山県総社市岡谷23,岡山県,総社市,岡谷,23,,34.661605,133.775157,,,1階入口ホール,(0866)93-2336,,,,,,,,,土日祝日、年末年始,08:30,17:00,,,,,,,,,
332089,0000000106,岡山県総社市,ＪＡ岡山西山手直売所,,,332089,,岡山県総社市岡谷23,岡山県,総社市,岡谷,23,,34.662012,133.775415,,,1階店舗内西側,(0866)93-2338,,,,,,,,,年末年始,08:30,17:00,,,,,,,,,
332089,0000000107,岡山県総社市,ＪＡ岡山西東部農産資材の店,,,332089,,岡山県総社市門田70-1,岡山県,総社市,門田,70-1,,34.677756,133.746217,,,1階店舗内西側,(0866)92-3833,,,,,,,,,年末年始,08:30,17:00,,,,,,,,,
332089,0000000108,岡山県総社市,長野病院,,,332089,,岡山県総社市金井戸150-1,岡山県,総社市,金井戸,150-1,,34.683397,133.768821,,,2階胃カメラ室,(0866)92-2361,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000109,岡山県総社市,アールケアデイサービスセンター　アルフィック総社,,,332089,,岡山県総社市三須1524-4,岡山県,総社市,三須,1524-4,,34.673801,133.765332,,,1階事務室,(0866)90-1033,,,,,,,,,日・祝日,08:30,17:30,,,,,,,,,
332089,0000000110,岡山県総社市,三宅内科小児科医院,,,332089,,岡山県総社市井手919,岡山県,総社市,井手,919,,34.679870,133.771248,,,1階外来受付,(0866)93-8511,,,,,,,,,日・祝日,08:30,18:30,8:30～13:00（水・土）利用可能,,,,,,,,
332089,0000000111,岡山県総社市,高木歯科医院,,,332089,,岡山県総社市真壁1021,岡山県,総社市,真壁,1021,,34.671871,133.733579,,,1階診療室,(0866)93-6710,,,,,,,,,日・祝日・水曜午後、その他休業日,08:30,19:30,,,,,,,,,
332089,0000000112,岡山県総社市,高杉こどもクリニック,,,332089,,岡山県総社市井手585-1,岡山県,総社市,井手,585-1,,34.675168,133.759435,,,1階待合室受付内,(0866)94-8839,,,,,,,,,日・祝日、木曜午後,08:30,19:00,8:30～17:00（土）利用可能,,,,,,,,
332089,0000000113,岡山県総社市,総社セレモニーホール天原,,,332089,,岡山県総社市金井戸160-3,岡山県,総社市,金井戸,160-3,,34.682159,133.769154,,,1階正面玄関,(0866)95-2400,,,,,,,,,,07:30,17:30,,,,,,,,,
332089,0000000114,岡山県総社市,くにとみクリニック,,,332089,,岡山県総社市門田78-1,岡山県,総社市,門田,78-1,,34.677265,133.747286,,,本館1階救急搬送口,(0866)92-0255,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000115,岡山県総社市,杉本クリニック,,,332089,,岡山県総社市駅前2-18-21,岡山県,総社市,駅前,2-18-21,,34.670332,133.741248,,,２階透析室中央カウンター,(0866)92-1000,,,,,,,,,日曜日,07:30,23:00,7：30～23：00（月・水・金）、7：30～16：30（火・木・土）,,,,,,,,
332089,0000000116,岡山県総社市,グループホーム吉備路,,,332089,,岡山県総社市宿903-1,岡山県,総社市,宿,903-1,,34.661933,133.788437,,,1階受付前,(0866)31-6363,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000117,岡山県総社市,コアテック㈱,,,332089,,岡山県総社市赤浜500,岡山県,総社市,赤浜,500,,34.681254,133.798055,,,1階エレベーター横,(0866)94-9000,,,,,,,,,土日・祝日,08:25,17:20,,,,,,,,,
332089,0000000118,岡山県総社市,一井工業総社工場,,,332089,,岡山県総社市赤浜1020,岡山県,総社市,赤浜,1020,,34.685470,133.794705,,,1階事務所,(0866)93-6296,,,,,,,,,土日,08:00,17:00,,,,,,,,,
332089,0000000119,岡山県総社市,友野内科医院,,,332089,,岡山県総社市富原344-1,岡山県,総社市,富原,344-1,,34.670604,133.715472,,,1階受付内,(0866)92-8822,,,,,,,,,日・祝日,08:30,18:30,,,,,,,,,
332089,0000000120,岡山県総社市,岡山県広域水道企業団　総社浄水場,,,332089,,岡山県総社市井尻野504-1,岡山県,総社市,井尻野,504-1,,34.681470,133.723646,,,1階玄関,(0866)92-3630,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000121,岡山県総社市,井原精機総社第二工場,,,332089,,岡山県総社市久代1920-2,岡山県,総社市,久代,1920-2,,34.663358,133.674038,,,1階事務所北側出口横,(0866)96-1061,,,,,,,,,GW・お盆、年末年始,08:00,17:00,,,,,,,,,
332089,0000000122,岡山県総社市,ヒルタ工業吉備工場,,,332089,,岡山県総社市久代2211-5,岡山県,総社市,久代,2211-5,,34.664838,133.668402,,,工場棟検査場,(0866)96-2121,,,,,,,,,土日・GW、お盆・年末年始,08:10,17:10,,,,,,,,,
332089,0000000123,岡山県総社市,中電工　総社営業所,,,332089,,岡山県総社市真壁1628-3,岡山県,総社市,真壁,1628-3,,34.672728,133.728448,,,1階受付,(0866)92-2375,,,,,,,,,土・日・祝日,08:30,17:30,,,,,,,,,
332089,0000000124,岡山県総社市,カーブス岡山総社,,,332089,,岡山県総社市総社1035-1,岡山県,総社市,総社,1035-1,,34.676759,133.759048,,,玄関先受付,(0866)95-2111,,,,,,,,,日曜・祝日,09:15,19:00,9:15～13:00（土）利用可能,,,,,,,,
332089,0000000125,岡山県総社市,はやし歯科クリニック,,,332089,,岡山県総社市溝口122-11,岡山県,総社市,溝口,122-11,,34.675611,133.733110,,,1階診療室内,(0866)90-1418,,,,,,,,,水・日・祝日,09:00,19:00,9:00～13:00（土）利用可能,,,,,,,,
332089,0000000126,岡山県総社市,総社セレモニーホール,,,332089,,岡山県総社市井尻野558-1,岡山県,総社市,井尻野,558-1,,34.682296,133.724825,,,1階正面玄関横,(0866)94-8253,,,,,,,,,年始２日,08:00,17:00,,,,,,,,,
332089,0000000127,岡山県総社市,農産物直売所たね井や,,,332089,,岡山県総社市種井441-1,岡山県,総社市,種井,441-1,,34.736762,133.645001,,,1階レストラン入口近くの水槽横,(0866)99-2233,,,,,,,,,,06:00,19:00,,,,,,,,,
332089,0000000128,岡山県総社市,ヒルタ工業総社第1工場,,,332089,,岡山県総社市井尻野61,岡山県,総社市,井尻野,61,,34.677605,133.727923,,,1階工場内検査場,(0866)93-2341,,,,,,,,,土日・GW、お盆・年末年始,08:10,17:10,,,,,,,,,
332089,0000000129,岡山県総社市,ヒルタ工業総社第2工場,,,332089,,岡山県総社市真壁1530,岡山県,総社市,真壁,1530,,34.676941,133.725834,,,1階事務所,(0866)93-2341,,,,,,,,,土日・GW、お盆・年末年始,08:10,17:10,,,,,,,,,
332089,0000000130,岡山県総社市,曙ブレーキ山陽製造吉備第1工場,,,332089,,岡山県総社市久代1966-8,岡山県,総社市,久代,1966-8,,34.659935,133.670759,,,1階工場内南側C7エリア,(0866)96-2111,,,,,,,,,土日・GW・お盆、年末年始,07:00,17:00,,,,,,,,,
332089,0000000131,岡山県総社市,曙ブレーキ山陽製造吉備第２工場,,,332089,,岡山県総社市久代1920-3,岡山県,総社市,久代,1920-3,,34.662514,133.673630,,,1階事務所(工場入口前),(0866)96-2050,,,,,,,,,土日・GW・お盆、年末年始,07:00,17:00,,,,,,,,,
332089,0000000133,岡山県総社市,旧堀和平邸,,,332089,,岡山県総社市総社2-5-20,岡山県,総社市,総社,2-5-20,,34.675399,133.754149,,,1階入口付近,080-1925-9379,,,,,,,,,カフェは水・土・日,11:00,16:00,,,,,,,,,
332089,0000000134,岡山県総社市,セブンイレブン総社岡谷店,,,332089,,岡山県総社市岡谷316-1,岡山県,総社市,岡谷,316-1,,34.660174,133.774755,,,1階カウンター内,(0866)93-8830,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000135,岡山県総社市,セブンイレブン総社窪木店,,,332089,,岡山県総社市窪木1014-3,岡山県,総社市,窪木,1014-3,,34.685277,133.785114,,,1階カウンター内,(0866)94-1156,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000136,岡山県総社市,ローソン清音店,,,332089,,岡山県総社市清音上中島163-3,岡山県,総社市,清音上中島,163-3,,34.649886,133.733690,,,1階バックヤード入口横,(0866)94-5944,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000137,岡山県総社市,ローソン総社宍粟店,,,332089,,岡山県総社市秦宍粟847,岡山県,総社市,秦宍粟,847,,34.705504,133.713941,,,1階トイレ入口横,(0866)95-8081,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000138,岡山県総社市,ファミリーマート総社岡谷店,,,332089,,岡山県総社市岡谷342-1,岡山県,総社市,岡谷,342-1,,34.660295,133.775542,,,1階カウンター内,(0866)93-0199,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000142,岡山県総社市,秋山第２歯科,,,332089,,岡山県総社市富原344-7,岡山県,総社市,富原,344-7,,34.670541,133.714996,,,1階診療室,(0866)94-4777,,,,,,,,,木曜日,09:00,19:00,,,,,,,,,
332089,0000000143,岡山県総社市,あおぞら歯科クリニック,,,332089,,岡山県総社市東阿曽1897-1,岡山県,総社市,東阿曽,1897-1,,34.706336,133.791132,,,受付診療室内,(0866)99-7118,,,,,,,,,休診日（木・日・祝日）,08:30,19:00,,,,,,,,,
332089,0000000144,岡山県総社市,大村歯科医院,,,332089,,岡山県総社市中央1-8-26,岡山県,総社市,中央,1-8-26,,34.671949,133.742586,,,1階受付奥,(0866)93-5576,,,,,,,,,木曜午後・休日,09:00,18:00,,,,,,,,,
332089,0000000145,岡山県総社市,吉備路歯科医院,,,332089,,岡山県総社市駅南2-28-18,岡山県,総社市,駅南,2-28-18,,34.666508,133.744486,,,受付内,(0866)94-8226,,,,,,,,,日・祝日・休診日,09:00,19:00,（土）9：00～17：00　利用可能,,,,,,,,
332089,0000000146,岡山県総社市,たんぽぽ歯科クリニック,,,332089,,岡山県総社市小寺985-1,岡山県,総社市,小寺,985-1,,34.688174,133.746432,,,受付,(0866)90-0600,,,,,,,,,日・祝日,09:00,19:00,（水）9：00～13：00　利用可能,,,,,,,,
332089,0000000147,岡山県総社市,吉井歯科医院,,,332089,,岡山県総社市総社1-11-8,岡山県,総社市,総社,1-11-8,,34.676309,133.746824,,,1階診療室内,(0866)92-5370,,,,,,,,,年末年始・お盆,08:30,19:00,,,,,,,,,
332089,0000000148,岡山県総社市,髙橋歯科医院,,,332089,,岡山県総社市久代3814-1,岡山県,総社市,久代,3814-1,,34.675752,133.682363,,,診療室北向出窓,(0866)96-0118,,,,,,,,,,09:00,18:30,,,,,,,,,
332089,0000000149,岡山県総社市,土井建設株式会社,,,332089,,岡山県総社市総社1-1-50,岡山県,総社市,総社,1-1-50,,34.673487,133.748037,,,本社1階玄関エントランス,(0866)93-2585,,,,,,,,,日、祝日、第２・４土曜、年末年始、GW、夏季休暇,08:00,17:00,,,,,,,,,
332089,0000000150,岡山県総社市,みやお歯科クリニック,,,332089,,岡山県総社市真壁156-1,岡山県,総社市,真壁,156-1,,34.669530,133.756885,,,1階スタッフルーム,(0866)92-0181,,,,,,,,,木、日、祝日,09:00,19:00,,,,,,,,,
332089,0000000151,岡山県総社市,勤労者総合福祉センター（サンワーク総社）,,,332089,,岡山県総社市真壁661-1,岡山県,総社市,真壁,661-1,,34.669065,133.741147,,,1階事務室,(0866)93-8807,,,,,,,,,月曜日・祝日、年末年始,09:00,21:00,,,,,,,,,
332089,0000000152,岡山県総社市,総社市働く婦人の家,,,332089,,岡山県総社市総社3-15-1,岡山県,総社市,総社,3-15-1,,34.679349,133.756404,,,1階事務所内,(0866)93-1180,,,,,,,,,月・祝日・年末年始,09:00,21:00,休日 9:00～17:30　利用可能,,,,,,,,
332089,0000000153,岡山県総社市,株式会社シンケン,,,332089,,岡山県総社市総社3-11-24,岡山県,総社市,総社,3-11-24,,34.677703,133.757296,,,1階受付カウンター,(0866)92-8770,,,,,,,,,日、祝日、第２・４土曜、年末年始、お盆等,08:00,17:00,,,,,,,,,
332089,0000000154,岡山県総社市,平川内科クリニック,,,332089,,岡山県総社市久代4964-1,岡山県,総社市,久代,4964-1,,34.675805,133.699233,,,診察室,(0866)96-2002,,,,,,,,,木曜午後、休診日,09:00,12:00,平日16:00～18:30利用可能,,,,,,,,
332089,0000000155,岡山県総社市,株式会社カザケン　総社支店,,,332089,,岡山県総社市中央6-13-101,岡山県,総社市,中央,6-13-101,,34.666933,133.748164,,,1階受付,(0866)90-0777,,,,,,,,,日・祝・GW、夏季休暇・年末年始,08:00,17:00,,,,,,,,,
332089,0000000156,岡山県総社市,共立精機,,,332089,,岡山県総社市真壁1515,岡山県,総社市,真壁,1515,,34.675540,133.726798,,,1階工場棟,(0866)93-0881,,,,,,,,,土日・GW・夏期休暇・年末年始,08:10,17:10,,,,,,,,,
332089,0000000157,岡山県総社市,そうじゃ水辺の楽校,,,332089,,岡山県総社市富原1191-1,岡山県,総社市,富原,1191-1,,34.668860,133.724100,,,管理棟,080-1921-8223,,,,,,,,,,,,,,,,,,,,
332089,0000000158,岡山県総社市,特定非営利活動法人　きよね夢てらす,,,332089,,岡山県総社市清音軽部666-6,岡山県,総社市,清音軽部,666-6,,34.658350,133.738200,,,1階　受付事務所窓口,(0866)92-0355,,,,,,,,,12/29～1/3,09:00,21:00,,,,,,,,,
332089,0000000159,岡山県総社市,総社市常盤集会所,,,332089,,岡山県総社市三輪1256-1,岡山県,総社市,三輪,1256-1,,34.665136,133.746831,,,1階ロビー,(0866)93-5810,,,,,,,,,土日祝日　12/29～1/3,08:30,17:15,,,,,,,,,
332089,0000000160,岡山県総社市,中原会館,,,332089,,岡山県総社市中原1005-6,岡山県,総社市,中原,1005-6,,34.670900,133.728372,,,1階玄関,(0866)93-5190,,,,,,,,,土日祝、12/29～1/3,08:30,17:15,,,,,,,,,
332089,0000000161,岡山県総社市,総社市上林会館,,,332089,,岡山県総社市上林303-1,岡山県,総社市,上林,303-1,,34.679059,133.777896,,,1階玄関,(0866)93-0812,,,,,,,,,土日祝日、12/29～1/3,09:00,17:00,,,,,,,,,
332089,0000000162,岡山県総社市,長良文化センター,,,332089,,岡山県総社市長良336,岡山県,総社市,長良,336,,34.692680,133.791931,,,1階玄関,(0866)93-5633,,,,,,,,,土日祝、12/29～1/3,08:30,17:15,,,,,,,,,
332089,0000000163,岡山県総社市,サントピア岡山総社,,,332089,,岡山県総社市秦1215,岡山県,総社市,秦,1215,,34.684389,133.712922,,,1階フロント（夏季プール救護所）,(0866)95-8811,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000164,岡山県総社市,新興工業株式会社　本社工場,,,332089,,岡山県総社市富原129-46,岡山県,総社市,富原,129-46,,34.668780,133.711511,,,本社事務所　売店内,(0866)93-0871,,,,,,,,,土日祝日5月8月12月～1月の長期連休,08:30,18:31,（土）8:30～13:01　利用可能,,,,,,,,
332089,0000000165,岡山県総社市,新興工業株式会社　久代工場,,,332089,,岡山県総社市久代1313,岡山県,総社市,久代,1313,,34.667771,133.683328,,,北側工場内　会議室,(0866)96-9035,,,,,,,,,土日祝日5月8月12月～1月の長期連休,08:10,17:10,,,,,,,,,
332089,0000000167,岡山県総社市,長野病院,,,332089,,岡山県総社市金井戸150-1,岡山県,総社市,金井戸,150-1,,34.683397,133.768821,,,3階病棟,(0866)92-2361,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000168,岡山県総社市,長野病院,,,332089,,岡山県総社市金井戸150-1,岡山県,総社市,金井戸,150-1,,34.683397,133.768821,,,デイケア棟,(0866)92-2361,,,,,,,,,なし,00:00,00:00,,,,,,,,,
332089,0000000169,岡山県総社市,小規模多機能型居宅介護　光憂館,,,332089,,岡山県総社市日羽452-1,岡山県,総社市,日羽,452-1,,34.724254,133.675632,,,1階事務所,(0866)99-2525,,,,,,,,,,00:00,00:00,,,,,,,,,
332089,0000000170,岡山県総社市,通所介護　光憂館,,,332089,,岡山県総社市日羽456-1,岡山県,総社市,日羽,456-1,,34.724525,133.675415,,,1階玄関,(0866)99-2225,,,,,,,,,土・日・年末年始,08:00,17:00,,,,,,,,,
